Felt,Detail,CDI,Sig
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133891&format=geojson,,16
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0141otvu1&format=geojson,,81
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133886&format=geojson,,24
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133881&format=geojson,,1
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci11408450&format=geojson,,89
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv60614066&format=geojson,,95
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv60614061&format=geojson,,10
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133871&format=geojson,,3
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133866&format=geojson,,3
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133861&format=geojson,,17
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133856&format=geojson,,5
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60050572&format=geojson,,74
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000m2ve&format=geojson,,284
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lyb9&format=geojson,,129
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000m2vd&format=geojson,,271
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci11408442&format=geojson,,5
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0141o4wki&format=geojson,,50
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0141nuxdx&format=geojson,,81
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci11408434&format=geojson,,0
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0141ntf85&format=geojson,,26
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw60664276&format=geojson,,1
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133846&format=geojson,,18
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv60614021&format=geojson,,67
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0141nol21&format=geojson,,62
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72133841&format=geojson,,5
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lv5j&format=geojson,,312
,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lv5e&format=geojson,,400
